상품명,URL,price_original,용량_raw,용량_value,용량_unit,전성분,brand,product_id
왕벚꽃 글로우 톤업 크림 50ml,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=63928,22000.0,50ml,50.0,ml,"""정제수, 다이메티콘, 프로판다이올, 글리세린, 다이카프릴릴카보네이트, 티타늄디옥사이드 (CI 77891), 폴리솔베이트80, 나이아신아마이드, 1,2-헥산다이올, 베타인, 다이아이소스테아릴말레이트, 트라이실록세인, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 향료, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리아크릴레이트-13, 다이메티콘/비닐다이메티콘크로스폴리머, 합성플루오르플로고파이트, 하이드로제네이티드폴리아이소부텐, 글리세릴카프릴레이트, 알루미늄하이드록사이드, 에틸헥실글리세린, 트라이에톡시카프릴릴실레인, 솔비탄아이소스테아레이트, 폴리글리세릴-10라우레이트, 에틸헥실팔미테 이트, 폴리솔베이트60, 소듐메타포스페이트, 왕벚나무잎추출물(120 ppm), 적색산화철, 틴옥사이드, 제라니올, 리모넨, 토코페롤, 실리카""",이니스프리,이니스프리_왕벚꽃 글로우 톤업 크림 50ml
스키니 브로우카라 4g,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=63828,8000.0,4g,4.0,g,"아이소도데케인, 정제수, 마그네슘포타슘플루오로실리케이트, 트라이메틸실록시실리케이트, 아이소부틸메타크릴레이트/비스-하이드록시프로필다이메티콘아크릴레이트코폴리머, 카나우바왁스, 브이피/에이코신코폴리머, 폴리프로필실세스퀴옥세인, 합성왁스, 글리세릴베헤네이트/에이코사디오에이트, 황색산화철, 다이스테아다이모늄헥토라이트, 흑색산화철, 라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘, 폴리글리세릴-6폴리리시놀리에이트, 적색산화철, 폴리하이드록시스테아릭애씨드, 펜틸렌글라이콜, 티타늄디옥사이드 (CI 77891), 1,2-헥산다이올, 폴리글리세릴-2아이소스테아레이트, 프로필렌카보네이트, 트라이에톡시카프릴릴실레인, 카프릴릴글라이콜, 알루미늄하이드록사이드, 토코페롤",이니스프리,이니스프리_스키니 브로우카라 4g
화산송이 모공 바하 클렌징 오일 150ml,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61724,28000.0,150ml,150.0,ml,"세틸에틸헥사노에이트, 아이소프로필팔미테이트, 솔베스-30테트라올리에이트, 카프릴릭/카프릭트라이글리세라이드, 데실코코에이트, 올리브오일, 다이카프릴릴카보네이트, C9-12알케인, 다이아이소스테아릴말레이트, 향료, 코코-카프릴레이트/카프레이트, 살리실릭애씨드(4000ppm), 화산재(1154ppm), 실리카, 락틱애씨드/글라이콜릭애씨드코폴리머, 알파-아이소메틸아이오논, 리날룰, 시트로넬올, 호호바씨오일, 정제수, 빌베리열매추출물, 폴리쿼터늄-10, 토코페롤, 사탕수수추출물, 징크피씨에이, 오렌지추출물, 레몬추출물, 설탕단풍추출물, 마데카소사이드",이니스프리,이니스프리_화산송이 모공 바하 클렌징 오일 150ml
인텐시브 레져 선스틱 SPF50+/PA++++ 18g,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=61206,24000.0,18g,18.0,g,"다이부틸아디페이트, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 폴리에틸렌, 아이소프로필팔미테이트, 에틸헥실팔미테이트, 프로필헵틸카프릴레이트, 실리카, 합성플루오르플로고파이트, 디에칠아미노하이드록시벤조일헥실벤조에이트, 토코페릴아세테이트, 에칠헥실트리아존, 오조케라이트, 폴리실리콘-15, 비닐다이메티콘, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 알파-비사보롤, 향료, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 폴리우레탄-11, 트라이에톡시카프릴릴실레인, 데하이드로아세틱애씨드, 토코페롤",이니스프리,이니스프리_인텐시브 레져 선스틱 SPF50+/PA++++ 18g
올리브 비타민 E 리얼 클렌징폼 150g,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60393,14000.0,150g,150.0,g,"정제수, 글리세린, 미리스틱애씨드, 라우릭애씨드, 포타슘하이드록사이드, 스테아릭애씨드, 글리세릴스테아레이트, 팔미틱애씨드, 글라이콜다이스테아레이트, 라우릴하이드록시설테인, 폴리쿼터늄-22, 리모넨, 소듐클로라이드, 소듐메타포스페이트, 레몬껍질오일, 오렌지껍질오일, 시트랄, 토코페롤(100 ppm), 토코페릴아세테이트(100 ppm), 올리브오일(100 ppm)",이니스프리,이니스프리_올리브 비타민 E 리얼 클렌징폼 150g
실키 파우더 블러쉬 6.2g,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=60075,15000.0,6.2g,6.2,g,"탤크, 마이카, 실리카, 헥실라우레이트, 징크스테아레이트, 보론나이트라이드, 라우로일라이신, 티타늄디옥사이드 (CI 77891), 다이아이소스테아릴말레이트, 펜타에리스리틸테트라에틸헥사노에이트, 페닐트라이메티콘, 다이메티콘, 트라이에톡시카프릴릴실레인, 에틸헥실글리세린, 카프릴릴글라이콜, 망가니즈바이올렛, 적색226호, 알루미늄하이드록사이드, 울트라마린, 메티콘, 적색산화철, 황색4호, 토코페롤",이니스프리,이니스프리_실키 파우더 블러쉬 6.2g
애플씨드 버블 클렌저 150ml,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=59134,18000.0,150ml,150.0,ml,"정제수, 글리세린, 솔비톨, 카프릴릴/카프릴글루코사이드, 프로판다이올, 다이소듐코코일글루타메이트, 다이소듐코코암포다이아세테이트, 소듐클로라이드, 향료, 시트릭애씨드, 폴리쿼터늄-22, 다이소듐이디티에이, 에틸헥실글리세린, 사과씨오일(40ppm), 코코-카프릴레이트/카프레이트, 카프릴릭/카프릭트라이글리세라이드, 사과추출물(20ppm), 부틸렌글라이콜, 1,2-헥산다이올, 토코페롤",이니스프리,이니스프리_애플씨드 버블 클렌저 150ml
화산송이 파하 모공 매끈결 토너 170ml,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=58978,20000.0,170ml,170.0,ml,"정제수, 프로판다이올, 1,2-헥산다이올, 알지닌, 글루코노락톤, 실리카, 리튬마그네슘소듐실리케이트, 카프릴릴글라이콜, 에틸헥실글리세린, 칼슘클로라이드, 소듐메타포스페이트, 화산재, 락틱애씨드/글라이콜릭애씨드코폴리머, 폴리쿼터늄-10, 토코페롤",이니스프리,이니스프리_화산송이 파하 모공 매끈결 토너 170ml
마이퍼퓸드바디 워터릴리바디클렌저 330ml,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=58917,15000.0,330ml,330.0,ml,"정제수, 코카미도프로필베타인, 솔비톨, 소듐메틸코코일타우레이트, 소듐클로라이드, 향료(워터릴리향 2.5%), 폴리솔베이트60, 코카마이드엠이에이, 아크릴레이트/베헤네스-25메타크릴레이트코폴리머, 라우릴글루코사이드, 소듐벤조에이트, 카프릴릴글라이콜, 벤질살리실레이트, 리모넨, 포타슘하이드록사이드, 다이소듐이디티에이, 리날룰, 제라니올, 시트로넬올, 테트라소듐이디티에이, 시트릭애씨드",이니스프리,이니스프리_마이퍼퓸드바디 워터릴리바디클렌저 330ml
라이트 글로우 쿠션 SPF26/PA++ 14g,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=58912,26000.0,14g,14.0,g,"정제수, 헥실라우레이트, 부틸렌글라이콜, 트라이에틸헥사노인, 티타늄디옥사이드, 자일리톨, 티타늄디옥사이드 (CI 77891), 폴리글리세릴-5폴리리시놀리에이트, 페닐트라이메티콘, 펜타에리스리틸테트라에틸헥사노에이트, 메틸트라이메티콘, 다이아이소스테아릴말레이트, 트라이메틸실록시실리케이트, 다이페닐다이메티콘/비닐다이페닐다이메티콘/실세스퀴옥세인크로스폴리머, 다이메티콘, 황색산화철, 1,2-헥산다이올, 다이스테아다이모늄헥토라이트, 알루미늄하이드록사이드, 솔비탄세스퀴올리에이트, 소듐클로라이드, 다이메티콘/폴리글리세린-3크로스폴리머, 실리카, 스테아릭애씨드, 트라이에톡시카프릴릴실레인, 향료, 카프릴릴글라이콜, 적색산화철, 녹차씨오일, 에틸헥실글리세린, 흑색산화철, 트라이하이드록시스테아린, 다이소듐이디티에이, 바실러스/소이빈발효추출물, 콩폴리펩타이드, 다이프로필렌글라이콜, 합성플루오르플로고파이트, 토코페롤, 소듐시트레이트, 쌀겨오일, 틴옥사이드",이니스프리,이니스프리_라이트 글로우 쿠션 SPF26/PA++ 14g
비자 시카 밤 EX 대용량 70ml,https://www.amoremall.com/kr/ko/product/detail?onlineProdSn=57566,38000.0,70ml,70.0,ml,"정제수, 프로판다이올, 글리세린, 사이클로펜타실록세인, 스쿠알란, 사이클로헥사실록세인, 세테아릴알코올, 판테놀, 1,2-헥산다이올, C12-16알코올, 폴리솔베이트60, 다이아이소스테아릴말레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 팔미틱애씨드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드로제네이티드레시틴, 트로메타민, 세테아릴글루코사이드, 비자나무씨오일(1,000ppm), 다이소듐이디티에이, 솔비탄아이소스테아레이트, 마데카소사이드, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 글루코오스",이니스프리,이니스프리_비자 시카 밤 EX 대용량 70ml
