page,name,price,orig_price,url,goodsNo,review_count,review_score
11,"피캄
[히로캐미 PICK/올영세일 특가] 피캄 홀리바질 버블 딥 마스크 90g 기획 (+듀얼모공브러쉬)","18,900원","25,500원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238198&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=16,A000000238198,,
11,"로레알
[올영세일 특가][헬로키티 한정판ㅣ파우치 증정]로레알파리 헤어팩 토탈리페어5 트리트먼트 기획/단품 택1(x2 더블기획)","27,810원 ~","43,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000107336&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=17,A000000107336,,
11,"이즈앤트리
[2주 흔적크림] 이즈앤트리 어니언 뉴페어 겔크림 50ml 기획 (+20ml+패드2매)","17,900원","32,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000208130&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=18,A000000208130,,
11,"헤라
헤라 실키 스테이 24H 롱웨어파운데이션 30g","56,000원 ~","70,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000190668&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=19,A000000190668,,
11,"제로이드
제로이드 인텐시브 로션 160ml","24,480원","32,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209419&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=20,A000000209419,,
11,"푸드올로지
콜레올로지 컷 다이어트 유산균 20캡슐 (10일분)","25,560원","29,800원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000229934&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=21,A000000229934,,
11,"디어클레어스
[EGF 앰플 대용량] 클레어스 미드나잇 블루 유스 액티베이팅 드롭 50ml","35,100원","52,500원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000214675&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=22,A000000214675,,
11,"브링그린
[피지쓱싹] 브링그린 티트리 시카 수딩 토너 250mL/500mL 기획","17,960원 ~","27,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189181&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=23,A000000189181,,
11,"샤이샤이샤이
[단독기획/화잘먹 대란템] 샤이샤이샤이 리포좀 리페어 밀키 크림 50ml 기획 (+15ml)","18,620원","28,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000236996&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=24,A000000236996,,
12,"아이디얼포맨
[어워즈특가/7년연속1위] 아이디얼포맨 퍼펙트 올인원 150ml 기획/어워즈기획 (내용물/성분동일)","17,400원 ~","28,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000228228&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1,A000000228228,,
12,"에뛰드
[어워즈특가] 에뛰드 왓츠 인 마이 아이즈 어워즈 한정기획 (+4구 공용기)_타로밀크티라구/달달한아샷추 외","4,200원 ~","6,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238646&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2,A000000238646,,
12,"엔트로피 메이크업
[NEW출시/올영단독컬러/리뷰이벤트]엔트로피메이크업 슬라이드 업 도우 치크 12 Colors","19,900원 ~","27,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000240044&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=3,A000000240044,,
12,"바이오가
[어워즈특가] 바이오가 등드름바디워시 베타인살리실레이트 1000ml 한정기획 (+50ml 추가증정)","20,650원 ~","25,500원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238525&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=4,A000000238525,,
12,"VDL
[소프트서울 콜라보/3종 증정] VDL 커버스테인 퍼펙팅 쿠션 단독 기획 (+파우치/프렙베이스/스티커)","25,300원 ~","34,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185903&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=5,A000000185903,,
12,"메디힐
[패드증정/단독] 메디힐 마데카소사이드 흔적 리페어 더마 크림 50ml 기획 (+마데카소사이드 패드 2매*3개)","16,400원","23,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235856&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6,A000000235856,,
12,"토리든
토리든 다이브인 포맨 저분자 히알루론산 올인원 200g 단품/기획 (+올인원 20g)","16,520원 ~","24,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207111&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=7,A000000207111,,
12,"에스쁘아
에스쁘아 비글로우 파운데이션 30g 10 colors","32,130원 ~","42,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174064&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=8,A000000174064,,
12,"토니모리
[NEW컬러기획/주토피아에디션] 토니모리 퍼펙트립스 쇼킹립 틴트","10,130원 ~","15,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205485&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=9,A000000205485,,
12,"어뮤즈
[연말결산특가/올영단독] 어뮤즈 젤핏 글로스 틴트 기획/단품 (+미니 젤핏 틴트 증정) 3.8g 6종","16,200원 ~","20,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238658&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=10,A000000238658,,
12,"아누아
[단독기획] 아누아 마스크 4종 (어성초/피디알엔/복숭아/카테킨) 5매 기획 (+1매 증정)","8,930원 ~","20,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231836&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=11,A000000231836,,
12,"풀리오
[2025어워즈단독기획] 풀리오 종아리 마사지기 V3 어워즈 한정기획 (+마사지볼 증정)","140,000원 ~","159,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238538&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=12,A000000238538,,
12,"퍼셀
[올영단독/민감트러블] 퍼셀 20억/mL 픽셀바이옴 원액 20ml 더블 기획","38,080원","56,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209559&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=13,A000000209559,,
12,"아비브
[채서안PICK/3일잡티세럼] 아비브 글루타치온좀 잡티 세럼 비타 드롭 50ml 기획 (+20ml)","21,280원","32,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000219550&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=14,A000000219550,,
12,"네이밍
[올영세일특가/다굽자블러셔] 네이밍 플러피 파우더 블러쉬","9,560원 ~","15,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171371&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=15,A000000171371,,
12,"나르카
[어워즈특가] 나르카 하입 핏 헤어 마스카라 어워즈 한정기획 (2025) (+퍼부츠키링)","18,430원 ~","21,800원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000239655&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=16,A000000239655,,
12,"크런틴
[NEW] 크런틴 초코팝 단백질바 48.5g 2종 택 1 (N.Y. 초코 / 말차플리즈)","3,510원 ~","3,900원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000237365&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=17,A000000237365,,
12,"바이브랩
바이브랩 리바이브 테라피 스칼프 앤 브로우 앰플 15g 더블기획(+샴푸60ml증정)","29,960원 ~","41,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000234136&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=18,A000000234136,,
12,"성분에디터
[1등 모공앰플/청담샵pick] 성분에디터 그린토마토 NMN 포어 리프팅 앰플 40ml 더블기획","21,850원","36,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235178&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=19,A000000235178,,
12,"클리오
클리오 크리스탈 글램 틴트 3.4g 23종","11,690원 ~","18,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185265&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=20,A000000185265,,
12,"마르시끄
[2025어워즈] 마르시끄 링클 리페어 패치 어워즈 기획/단품 6종 택 1","10,900원 ~","12,900원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000181697&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=21,A000000181697,,
12,"바이브랩
[두피 8층앰플] 바이브랩 리액트샷 스피옥실400 15ml 2입 기획","32,400원","40,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000234134&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=22,A000000234134,,
12,"딜라이트 프로젝트
[NEW] 딜라이트 프로젝트 파스타칩&감자부각 4종 택1","2,880원 ~","3,500원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238536&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=23,A000000238536,,
12,"아벤느
아벤느 오 떼르말 미스트 300ml*2 + 50ml 기획","22,320원","34,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166436&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=24,A000000166436,,
13,"제로이드
제로이드 인텐시브 오인트 크림 80ml","26,780원","35,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000216291&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=1,A000000216291,,
13,"필리밀리
필리밀리 아이메이크업 브러시키트(6종)","10,950원","14,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000223753&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=2,A000000223753,,
13,"디어스킨
디어스킨 에어엠보 생리대 8종 택 1(패드 / 라이너 / 슈퍼롱 / 입는오버)","3,920원 ~","4,900원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000145609&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=3,A000000145609,,
13,"에스쁘아
[NCT 마크 PICK] 에스쁘아 더브로우 밸런스 펜슬 8 colors 단품/기획","11,900원 ~","16,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165912&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=4,A000000165912,,
13,"롬앤
[NEW 어워즈기획][미니치크증정] 롬앤 베러 댄 치크 단품/기획","9,200원 ~","12,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000240106&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=5,A000000240106,,
13,"더하르나이
[1등크림/올영단독] 더하르나이 시카이드 크림 100ml+30ml 기획","19,720원","29,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000192405&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=6,A000000192405,,
13,"투크
[프렙 프라이머 미니 증정 기획] 투크 윗아웃 미러 립 틴트 15종 중 택1","13,380원 ~","19,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211367&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=7,A000000211367,,
13,"라보에이치
[올영단독/대용량] 라보에이치 두피강화샴푸 탈모증상완화 750ML 리필 기획(+600ML 리필)","37,020원","57,900원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000197901&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=8,A000000197901,,
13,"셀라딕스
[트러블/모공개선] 셀라딕스 트러블 세범 리밸런싱 RX 131 앰플 30ml","24,130원","28,900원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000224494&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=9,A000000224494,,
13,"바이탈뷰티
[어워즈특가/한정기획] 바이탈뷰티 메타그린 슬림업 30일 기획 (+5일분 추가증정 +키캡키링 증정)","25,300원 ~","36,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238279&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=10,A000000238279,,
13,"프리메라
프리메라 마일드 앤 퍼펙트 클렌징 오일 투 폼 기획(200ml+리필200ml)","19,760원 ~","26,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231315&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=11,A000000231315,,
13,"메디필
[올세특가/모공쏙폼] 메디필 레드 락토 콜라겐 클리어 폼 2.0 300ml 기획 (+해면)","11,750원","24,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184643&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=12,A000000184643,,
13,"라보에이치
라보에이치 캡슐트리트먼트 200ML 더블기획 (+모남희 스마트톡 증정)","15,720원 ~","28,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189265&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=13,A000000189265,,
13,"어뮤즈
[어워즈특가] 어뮤즈 세라믹 스킨 퍼펙터 쿠션 어워즈 한정 기획 (+리필+레드 도트 백+데코스티커)","27,460원 ~","38,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238756&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=14,A000000238756,,
13,"롬앤
[NEW 어워즈기획][미니틴트증정] 롬앤 블러 퍼지 틴트 단품/기획","9,410원 ~","13,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158896&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=15,A000000158896,,
13,"비욘드
[어워즈특가/2025 올영 어워즈 1등] 비욘드 클래식 핸드크림 딥 모이스처 100ml","7,400원 ~","13,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238533&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=16,A000000238533,,
13,"가그린
[어워즈특가] 듀오버스터 민트볼 30입 더블 어워즈 한정기획 (+오리지널 스틱 가글 10ml*2)","11,600원","17,800원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000238789&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=17,A000000238789,,
13,"토리든
[증정기획/대용량] 토리든 다이브인 저분자 히알루론산 토너 500ml 기획 (+화장솜 60매 증정)","18,930원","29,000원",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180474&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=18,A000000180474,,
13,"나르시소 로드리게즈
나르시소 로드리게즈 퓨어머스크 30ml + 핸드크림 50ml 한정 기획(퓨어머스크/크리스탈/블루누와르EDT) 택1","66,130원 ~","105,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200411&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=19,A000000200411,,
13,"레이비
[어워즈특가/올영픽] 레이비 산양유 바디워시 500ml 더블기획세트","16,350원 ~","21,800원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209138&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=20,A000000209138,,
13,"프리메라
[비타티놀 크림 증정 기획] 프리메라 비타티놀 세럼 메가-샷 겔마스크 4+1/6+2기획","18,900원 ~","28,000원 ~",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000231294&dispCatNo=90000010009&trackingCd=Sale_Pop&t_page=%EC%84%B8%EC%9D%BC&t_click=%EC%9D%B8%EA%B8%B0%EC%88%9C_%EC%A0%84%EC%B2%B4_%EC%83%81%ED%92%88%EC%83%81%EC%84%B8&t_number=21,A000000231294,,
