persona_id,rank,product_index,similarity,brand
persona_5,3,551,0.9126099348068237,온호프
persona_5,4,442,0.9126099348068237,아모레베이직
persona_5,5,888,0.9126099348068237,에이피뷰티
persona_5,6,1271,0.9126099348068237,퍼즐우드
persona_5,7,441,0.9126099348068237,아모레베이직
persona_5,8,437,0.9126099348068237,아모레베이직
persona_5,9,436,0.9126099348068237,아모레베이직
persona_5,10,1235,0.9126099348068237,퍼즐우드
persona_5,11,430,0.9119316339492798,아모레베이직
persona_5,12,1292,0.9119316339492798,퍼즐우드
persona_5,13,871,0.9114470481872559,에이피뷰티
persona_5,14,879,0.9114470481872559,에이피뷰티
persona_5,15,1270,0.9109389781951904,퍼즐우드
persona_5,16,1256,0.9109389781951904,퍼즐우드
persona_5,17,1294,0.9109389781951904,퍼즐우드
persona_5,18,1287,0.9109389781951904,퍼즐우드
persona_5,19,1286,0.9109389781951904,퍼즐우드
persona_5,20,1285,0.9109389781951904,퍼즐우드
persona_5,21,1283,0.9109389781951904,퍼즐우드
persona_5,22,1282,0.9109389781951904,퍼즐우드
persona_5,23,1293,0.9109389781951904,퍼즐우드
persona_5,24,1251,0.9109389781951904,퍼즐우드
persona_5,25,1279,0.9109389781951904,퍼즐우드
persona_5,26,431,0.9109389781951904,아모레베이직
persona_5,27,1236,0.9109389781951904,퍼즐우드
persona_5,28,438,0.9109389781951904,아모레베이직
persona_5,29,1234,0.9109389781951904,퍼즐우드
persona_5,30,1237,0.9109389781951904,퍼즐우드
persona_5,31,1240,0.9109389781951904,퍼즐우드
persona_5,32,1241,0.9104165434837341,퍼즐우드
persona_5,33,1269,0.9104165434837341,퍼즐우드
persona_5,34,1272,0.9104165434837341,퍼즐우드
persona_5,35,1296,0.9104165434837341,퍼즐우드
persona_5,36,1295,0.9104165434837341,퍼즐우드
persona_5,37,1291,0.9104165434837341,퍼즐우드
persona_5,38,1275,0.9104165434837341,퍼즐우드
persona_5,39,1289,0.9104165434837341,퍼즐우드
persona_5,40,1276,0.9104165434837341,퍼즐우드
persona_5,41,1288,0.9104165434837341,퍼즐우드
persona_5,42,1277,0.9104165434837341,퍼즐우드
persona_5,43,1284,0.9104165434837341,퍼즐우드
persona_5,44,1278,0.9104165434837341,퍼즐우드
persona_5,45,1281,0.9104165434837341,퍼즐우드
persona_5,46,1290,0.9104165434837341,퍼즐우드
persona_5,47,1265,0.9104165434837341,퍼즐우드
persona_5,48,1268,0.9104165434837341,퍼즐우드
persona_5,49,1263,0.9104165434837341,퍼즐우드
persona_5,50,1242,0.9104165434837341,퍼즐우드
persona_6,1,888,0.9126099348068237,에이피뷰티
persona_6,2,1271,0.9126099348068237,퍼즐우드
persona_6,3,433,0.9126099348068237,아모레베이직
persona_6,4,436,0.9126099348068237,아모레베이직
persona_6,5,437,0.9126099348068237,아모레베이직
persona_6,6,1254,0.9126099348068237,퍼즐우드
persona_6,7,1235,0.9126099348068237,퍼즐우드
persona_6,8,551,0.9126099348068237,온호프
persona_6,9,441,0.9126099348068237,아모레베이직
persona_6,10,442,0.9126099348068237,아모레베이직
persona_6,11,1292,0.9119316339492798,퍼즐우드
persona_6,12,430,0.9119316339492798,아모레베이직
persona_6,13,871,0.9114470481872559,에이피뷰티
persona_6,14,879,0.9114470481872559,에이피뷰티
persona_6,15,1236,0.9109389781951904,퍼즐우드
persona_6,16,1270,0.9109389781951904,퍼즐우드
persona_6,17,1293,0.9109389781951904,퍼즐우드
persona_6,18,1294,0.9109389781951904,퍼즐우드
persona_6,19,1287,0.9109389781951904,퍼즐우드
persona_6,20,1286,0.9109389781951904,퍼즐우드
persona_6,21,1240,0.9109389781951904,퍼즐우드
persona_6,22,1285,0.9109389781951904,퍼즐우드
persona_6,23,438,0.9109389781951904,아모레베이직
persona_6,24,1237,0.9109389781951904,퍼즐우드
persona_6,25,1234,0.9109389781951904,퍼즐우드
persona_6,26,1256,0.9109389781951904,퍼즐우드
persona_6,27,1283,0.9109389781951904,퍼즐우드
persona_6,28,431,0.9109389781951904,아모레베이직
persona_6,29,1251,0.9109389781951904,퍼즐우드
persona_6,30,1282,0.9109389781951904,퍼즐우드
persona_6,31,1279,0.9109389781951904,퍼즐우드
persona_6,32,1295,0.9104165434837341,퍼즐우드
persona_6,33,1265,0.9104165434837341,퍼즐우드
persona_6,34,1296,0.9104165434837341,퍼즐우드
persona_6,35,1269,0.9104165434837341,퍼즐우드
persona_6,36,1268,0.9104165434837341,퍼즐우드
persona_6,37,1253,0.9104165434837341,퍼즐우드
persona_6,38,1290,0.9104165434837341,퍼즐우드
persona_6,39,1289,0.9104165434837341,퍼즐우드
persona_6,40,1288,0.9104165434837341,퍼즐우드
persona_6,41,1272,0.9104165434837341,퍼즐우드
persona_6,42,1264,0.9104165434837341,퍼즐우드
persona_6,43,1284,0.9104165434837341,퍼즐우드
persona_6,44,1275,0.9104165434837341,퍼즐우드
persona_6,45,1281,0.9104165434837341,퍼즐우드
persona_6,46,1280,0.9104165434837341,퍼즐우드
persona_6,47,1278,0.9104165434837341,퍼즐우드
persona_6,48,1291,0.9104165434837341,퍼즐우드
persona_6,49,1263,0.9104165434837341,퍼즐우드
persona_6,50,1277,0.9104165434837341,퍼즐우드
persona_7,1,433,0.9126099348068237,아모레베이직
persona_7,2,1254,0.9126099348068237,퍼즐우드
persona_7,3,551,0.9126099348068237,온호프
persona_7,4,442,0.9126099348068237,아모레베이직
persona_7,5,888,0.9126099348068237,에이피뷰티
persona_7,6,1271,0.9126099348068237,퍼즐우드
persona_7,7,441,0.9126099348068237,아모레베이직
persona_7,8,437,0.9126099348068237,아모레베이직
persona_7,9,436,0.9126099348068237,아모레베이직
persona_7,10,1235,0.9126099348068237,퍼즐우드
persona_7,11,430,0.9119316339492798,아모레베이직
persona_7,12,1292,0.9119316339492798,퍼즐우드
persona_7,13,871,0.9114470481872559,에이피뷰티
persona_7,14,879,0.9114470481872559,에이피뷰티
persona_7,15,1270,0.9109389781951904,퍼즐우드
persona_7,16,1256,0.9109389781951904,퍼즐우드
persona_7,17,1294,0.9109389781951904,퍼즐우드
persona_7,18,1287,0.9109389781951904,퍼즐우드
persona_7,19,1286,0.9109389781951904,퍼즐우드
persona_7,20,1285,0.9109389781951904,퍼즐우드
persona_7,21,1283,0.9109389781951904,퍼즐우드
persona_7,22,1282,0.9109389781951904,퍼즐우드
persona_7,23,1293,0.9109389781951904,퍼즐우드
persona_7,24,1251,0.9109389781951904,퍼즐우드
persona_7,25,1279,0.9109389781951904,퍼즐우드
