ingredient_id,ingredient_name
253,[포어 슈링커 바쿠치올 패드] 정제수
254,[플럼핑로션] 정제수
255,[필링 투 폼] 정제수
256,[핑크 젤리 냠냠] 탤크
257,[한율 극진 스킨] 정제수
258,[헤라 옴므 블랙 액티브 어드밴스드 토너] 정제수
259,[헤라 옴므 블루 에센스 인 토너] 정제수
260,[홀리추얼 뉴트리 엘릭서 미스트] 정제수
261,d-α-토코페롤
262,d-토코페롤
263,d-토코페롤(혼합형))(노르웨이산)
264,d-토코페롤)(노르웨이산)
265,dl-α-토코페롤)
266,dl-α-토코페롤)(인도산)
267,dl-α-토코페릴아세테이트
268,β-시클로덱스트린
269,• 오설록 제주 말차 밀크티 총 내용량 100g (20gx5개) 1개 (20g) 85kcal 나트륨 45mg 2% / 탄수화물 16g 5% / 당류 12g 12% / 지방 1.7g 3% / 트랜스지방 0g / 포화지방 1.5g 10% / 콜레스테롤 0mg 0% / 단백질 1g 2% • 오설록 얼그레이 밀크티 총 내용량 100g (20gx5개) 1개 (20g) 85kcal 나트륨 50mg 3% / 탄수화물 16g 5% / 당류 13g 13% / 지방 1g 2% / 트랜스지방 0g / 포화지방 0 8g 5% / 콜레스테롤 0mg 0% / 단백질 1.6g 3% • 오설록 제주 호지차 밀크티 총 내용량 100g (20gx5개) 1개 (20g) 85kcal 나트륨 34mg 2% / 탄수화물 16g 5% / 당류 13g 13% / 지방 1.7g 3%/트랜스지방 0g / 포화지방 1.5g 10% / 콜레스테롤 5mg 미만 1% / 단백질 1g 2% • 오설록 제주 말차 오트 블렌드 총 내용량 100g (20gx5개) 1개 (20g) 85kcal 나트륨15mg 1% / 탄수화물 16g 5% / 당류 9g 9% / 지방 2g 4% / 트랜스지방 0g / 포화지방 1.8g 12% / 콜레스테롤 0mg 단백질 1g 2% * 1일 영양성분 기준치에 대한 비율 (%)은 2
270,Ⅲ(베트남산)
271,∙ 에뛰드 수분가득 콜라겐 토너 : 정제수
272,가 공유지
273,가공유지
274,가교카르복시메틸셀룰로스나트륨
275,가교카복시메틸셀룰로스나트륨
276,가르시니아캄보지아추출물(인도산)
277,가시오갈피뿌리추출물
278,가시칠엽수씨추출물
279,가시칠엽수씨추출물 [에멀전] 정제수
280,각시둥굴레뿌리줄기/뿌리추출물
281,갈락토올리고당
282,갈립검오일
283,갈바눔수지오일
284,감국꽃추출물
285,감귤껍질추출물
286,감자전분
287,감초뿌리추출물
288,감추출물
289,강황추출물
290,개구리밥추출물(부평추출물)
291,건조맥주효모
292,건조효모(셀렌)
293,건조효모(셀렌)(캐나다산)
294,건조효모(크롬)
295,건조효모(크롬함유)
296,건조효모(크롬함유) 우유
297,검양옻나무열매왁스
298,검은깨추출물
299,검정콩오일
300,검정콩오일(0.948ppm)
301,검정콩추출물
302,검정콩추출물(100ppm)
303,게
304,겔리듐 카르틸라기네움 추출물
305,겨우살이잎추출물
306,결정셀룰로스
307,결정셀룰로오 스
308,결정셀룰로오스
309,결정젤룰로스
310,고등어 함유
311,고무나무가루
312,고수추출물
313,고추열매추출물
314,고추추출물
315,곡물 향혼합제제{혼합제제(덱스트린
316,곤약프로틴볼(곤약분말(중국산)
