"상품명","가격","할인율","평점"
"퍼즐우드 비건 디퓨저 200ml","33,000","","4.8"
"퍼즐우드 비건 핸드크림 50ml","21,000","","4.8"
"퍼즐우드 비건 인센스 스틱 20g","21,000","","4.7"
