"상품명","가격","할인율","평점"
"메이크온 시너지 마스크 (수분/광채/콜라겐 3종택1)","2,800원","30%","4.9"
"가볍게 마시는 히알루론산 (20ml*15)","24,500원","30%","4.7"
"스킨 라이트 테라피 III","315,000원","10%","4.8"
"[이사배PICK] 스킨 라이트 테라피 3S","475,000원","","4.7"
"젬 소노 테라피 릴리프","325,000원","","4.7"
"히알루로닉 스파 캡슐 24개입","90,000원","","4.8"
"마그네타이트 바디롤러","180,000원","","4.7"
"온페이스 LED 마스크","1,899,000원","","5.0"
"페이셜 부스팅 스파","450,000원","","4.6"
